STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),asset10,Assets (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2005,,1567980.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2006,,1717301.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2007,,1813782.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2008,,1810598.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2009,,1775436.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2010,,1731073.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2011,,1594775.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2012,,1442786.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2013,,1381737.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2014,,1424186.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2015,,1469203.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2016,,1503791.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2017,,1541120.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2018,,1607946.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2019,,1674915.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2020,,1753290.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2021,,1922412.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2022,,2116465.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),ES,Spain,2023,,2228370.0,,p,provisional,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2000,,571432.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2001,,625126.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2002,,678821.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2003,,724700.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2004,,763074.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2005,,800322.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2006,,849861.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2007,,890552.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2008,,940520.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2009,,989863.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2010,,1013271.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2011,,993668.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2012,,977160.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2013,,964319.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2014,,942709.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2015,,922222.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2016,,932610.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2017,,947405.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2018,,1007844.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2019,,1080374.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2020,,1163758.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2021,,1255072.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2022,,1354889.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),NL,Netherlands,2023,,1441333.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2000,,188486.9,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2001,,200052.1,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2002,,211807.6,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2003,,219565.7,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2004,,231119.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2005,,243368.1,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2006,,257466.2,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2007,,266840.4,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2008,,280420.9,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2009,,276542.8,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2010,,287509.1,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2011,,282823.4,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2012,,261355.9,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2013,,253453.3,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2014,,256965.1,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2015,,257558.7,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2016,,262903.6,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2017,,274496.5,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2018,,291696.7,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2019,,306398.3,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2020,,320529.7,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2021,,341375.4,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2022,,371673.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",L,Real estate activities,N11N,Total fixed assets (net),PT,Portugal,2023,,399779.3,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2000,,696587.1,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2001,,717465.8,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2002,,735841.7,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2003,,763714.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2004,,794059.9,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2005,,826964.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2006,,867016.1,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2007,,918088.9,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2008,,965235.8,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2009,,998938.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2010,,1036044.2,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2011,,1080872.6,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2012,,1120395.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2013,,1154505.5,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2014,,1185301.1,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2015,,1217227.9,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2016,,1254859.9,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2017,,1299363.5,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2018,,1354340.3,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2019,,1412069.3,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2020,,1482375.2,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2021,,1618318.7,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2022,,1760431.9,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),AT,Austria,2023,,1843921.9,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),DE,Germany,2000,,6828637.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),DE,Germany,2001,,6936398.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),DE,Germany,2002,,6982405.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),DE,Germany,2003,,7028754.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),DE,Germany,2004,,7151138.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),DE,Germany,2005,,7252313.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),DE,Germany,2006,,7448841.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),DE,Germany,2007,,7888203.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),DE,Germany,2008,,8194705.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),DE,Germany,2009,,8304415.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),DE,Germany,2010,,8456371.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),DE,Germany,2011,,8736720.0,,,,,
dataflow,ESTAT:NAMA_10_NFA_ST(1.0),Capital stocks by industry (NACE Rev.2) and detailed asset type,A,Annual,CRC_MEUR,"Current replacement costs, million euro",TOTAL,Total - all NACE activities,N11N,Total fixed assets (net),DE,Germany,2012,,9012325.0,,,,,
